Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
4730,35,Black,0,1,0,1,0
4731,31,Black,0,1,0,1,0
4732,9,Red,1,0,0,1,0
4733,2,Black,0,1,1,0,0
4734,14,Red,1,0,1,0,0
4735,8,Black,0,1,1,0,0
4736,10,Black,0,1,1,0,0
4737,4,Black,0,1,1,0,0
4738,31,Black,0,1,0,1,0
4739,26,Black,0,1,1,0,0
4740,9,Red,1,0,0,1,0
4741,25,Red,1,0,0,1,0
4742,24,Black,0,1,1,0,0
4743,28,Black,0,1,1,0,0
4744,33,Black,0,1,0,1,0
4745,32,Red,1,0,1,0,0
4746,5,Red,1,0,0,1,0
4747,16,Red,1,0,1,0,0
4748,14,Red,1,0,1,0,0
4749,17,Black,0,1,0,1,0
4750,7,Red,1,0,0,1,0
4751,28,Black,0,1,1,0,0
4752,6,Black,0,1,1,0,0
4753,15,Black,0,1,0,1,0
4754,2,Black,0,1,1,0,0
4755,13,Black,0,1,0,1,0
4756,4,Black,0,1,1,0,0
4757,26,Black,0,1,1,0,0
4758,6,Black,0,1,1,0,0
4759,28,Black,0,1,1,0,0
4760,7,Red,1,0,0,1,0
4761,14,Red,1,0,1,0,0
4762,21,Red,1,0,0,1,0
4763,24,Black,0,1,1,0,0
4764,22,Black,0,1,1,0,0
4765,27,Red,1,0,0,1,0
4766,4,Black,0,1,1,0,0
4767,23,Red,1,0,0,1,0
4768,16,Red,1,0,1,0,0
4769,22,Black,0,1,1,0,0
4770,18,Red,1,0,1,0,0
4771,27,Red,1,0,0,1,0
4772,10,Black,0,1,1,0,0
4773,33,Black,0,1,0,1,0
4774,16,Red,1,0,1,0,0
4775,26,Black,0,1,1,0,0
4776,9,Red,1,0,0,1,0
4777,25,Red,1,0,0,1,0
4778,32,Red,1,0,1,0,0
4779,24,Black,0,1,1,0,0
4780,12,Red,1,0,1,0,0
4781,14,Red,1,0,1,0,0
4782,27,Red,1,0,0,1,0
4783,8,Black,0,1,1,0,0
4784,17,Black,0,1,0,1,0
4785,15,Black,0,1,0,1,0
4786,23,Red,1,0,0,1,0
4787,34,Red,1,0,1,0,0
4788,0,Green,0,0,0,0,1
4789,25,Red,1,0,0,1,0
4790,2,Black,0,1,1,0,0
4791,36,Red,1,0,1,0,0
4792,1,Red,1,0,0,1,0
4793,13,Black,0,1,0,1,0
4794,17,Black,0,1,0,1,0
4795,20,Black,0,1,1,0,0
4796,30,Red,1,0,1,0,0
4797,5,Red,1,0,0,1,0
4798,23,Red,1,0,0,1,0
4799,4,Black,0,1,1,0,0
4800,6,Black,0,1,1,0,0
4801,1,Red,1,0,0,1,0
4802,19,Red,1,0,0,1,0
4803,28,Black,0,1,1,0,0
4804,0,Green,0,0,0,0,1
4805,29,Black,0,1,0,1,0
4806,10,Black,0,1,1,0,0
4807,6,Black,0,1,1,0,0
4808,26,Black,0,1,1,0,0
4809,26,Black,0,1,1,0,0
4810,36,Red,1,0,1,0,0
4811,23,Red,1,0,0,1,0
4812,11,Black,0,1,0,1,0
4813,18,Red,1,0,1,0,0
4814,1,Red,1,0,0,1,0
4815,16,Red,1,0,1,0,0
4816,19,Red,1,0,0,1,0
4817,18,Red,1,0,1,0,0
4818,10,Black,0,1,1,0,0
4819,24,Black,0,1,1,0,0
4820,23,Red,1,0,0,1,0
4821,33,Black,0,1,0,1,0
4822,14,Red,1,0,1,0,0
4823,2,Black,0,1,1,0,0
4824,11,Black,0,1,0,1,0
4825,19,Red,1,0,0,1,0
4826,8,Black,0,1,1,0,0
4827,14,Red,1,0,1,0,0
4828,27,Red,1,0,0,1,0
4829,19,Red,1,0,0,1,0
4830,8,Black,0,1,1,0,0
4831,13,Black,0,1,0,1,0
4832,22,Black,0,1,1,0,0
4833,32,Red,1,0,1,0,0
4834,21,Red,1,0,0,1,0
4835,15,Black,0,1,0,1,0
4836,18,Red,1,0,1,0,0
4837,4,Black,0,1,1,0,0
4838,5,Red,1,0,0,1,0
4839,4,Black,0,1,1,0,0
4840,20,Black,0,1,1,0,0
4841,7,Red,1,0,0,1,0
4842,3,Red,1,0,0,1,0
4843,27,Red,1,0,0,1,0
4844,12,Red,1,0,1,0,0
4845,18,Red,1,0,1,0,0
4846,14,Red,1,0,1,0,0
4847,13,Black,0,1,0,1,0
4848,28,Black,0,1,1,0,0
4849,7,Red,1,0,0,1,0
4850,12,Red,1,0,1,0,0
4851,7,Red,1,0,0,1,0
4852,4,Black,0,1,1,0,0
4853,3,Red,1,0,0,1,0
4854,10,Black,0,1,1,0,0
4855,16,Red,1,0,1,0,0
4856,8,Black,0,1,1,0,0
4857,23,Red,1,0,0,1,0
4858,14,Red,1,0,1,0,0
4859,26,Black,0,1,1,0,0
4860,0,Green,0,0,0,0,1
4861,16,Red,1,0,1,0,0
4862,21,Red,1,0,0,1,0
4863,18,Red,1,0,1,0,0
4864,5,Red,1,0,0,1,0
4865,9,Red,1,0,0,1,0
4866,14,Red,1,0,1,0,0
4867,0,Green,0,0,0,0,1
4868,18,Red,1,0,1,0,0
4869,19,Red,1,0,0,1,0
4870,12,Red,1,0,1,0,0
4871,26,Black,0,1,1,0,0
4872,5,Red,1,0,0,1,0
4873,36,Red,1,0,1,0,0
4874,1,Red,1,0,0,1,0
4875,11,Black,0,1,0,1,0
4876,22,Black,0,1,1,0,0
4877,13,Black,0,1,0,1,0
4878,34,Red,1,0,1,0,0
4879,34,Red,1,0,1,0,0
4880,14,Red,1,0,1,0,0
4881,20,Black,0,1,1,0,0
4882,19,Red,1,0,0,1,0
4883,7,Red,1,0,0,1,0
4884,25,Red,1,0,0,1,0
4885,15,Black,0,1,0,1,0
4886,23,Red,1,0,0,1,0
4887,11,Black,0,1,0,1,0
4888,8,Black,0,1,1,0,0
4889,4,Black,0,1,1,0,0
4890,9,Red,1,0,0,1,0
4891,23,Red,1,0,0,1,0
4892,17,Black,0,1,0,1,0
4893,19,Red,1,0,0,1,0
4894,14,Red,1,0,1,0,0
4895,0,Green,0,0,0,0,1
4896,20,Black,0,1,1,0,0
4897,6,Black,0,1,1,0,0
4898,23,Red,1,0,0,1,0
4899,18,Red,1,0,1,0,0
4900,30,Red,1,0,1,0,0
4901,7,Red,1,0,0,1,0
4902,26,Black,0,1,1,0,0
4903,12,Red,1,0,1,0,0
4904,2,Black,0,1,1,0,0
4905,12,Red,1,0,1,0,0
4906,5,Red,1,0,0,1,0
4907,29,Black,0,1,0,1,0
4908,34,Red,1,0,1,0,0
4909,15,Black,0,1,0,1,0
4910,0,Green,0,0,0,0,1
4911,36,Red,1,0,1,0,0
4912,14,Red,1,0,1,0,0
4913,31,Black,0,1,0,1,0
4914,28,Black,0,1,1,0,0
4915,31,Black,0,1,0,1,0
4916,28,Black,0,1,1,0,0
4917,5,Red,1,0,0,1,0
4918,6,Black,0,1,1,0,0
4919,35,Black,0,1,0,1,0
4920,10,Black,0,1,1,0,0
4921,23,Red,1,0,0,1,0
4922,19,Red,1,0,0,1,0
4923,2,Black,0,1,1,0,0
4924,1,Red,1,0,0,1,0
4925,26,Black,0,1,1,0,0
4926,2,Black,0,1,1,0,0
4927,19,Red,1,0,0,1,0
4928,25,Red,1,0,0,1,0
4929,21,Red,1,0,0,1,0
4930,10,Black,0,1,1,0,0
4931,6,Black,0,1,1,0,0
4932,21,Red,1,0,0,1,0
4933,1,Red,1,0,0,1,0
4934,6,Black,0,1,1,0,0
4935,20,Black,0,1,1,0,0
4936,20,Black,0,1,1,0,0
4937,2,Black,0,1,1,0,0
4938,21,Red,1,0,0,1,0
4939,35,Black,0,1,0,1,0
4940,34,Red,1,0,1,0,0
4941,36,Red,1,0,1,0,0
4942,12,Red,1,0,1,0,0
4943,18,Red,1,0,1,0,0
4944,30,Red,1,0,1,0,0
4945,26,Black,0,1,1,0,0
4946,4,Black,0,1,1,0,0
4947,3,Red,1,0,0,1,0
4948,9,Red,1,0,0,1,0
4949,10,Black,0,1,1,0,0
4950,36,Red,1,0,1,0,0
4951,16,Red,1,0,1,0,0
4952,2,Black,0,1,1,0,0
4953,24,Black,0,1,1,0,0
4954,26,Black,0,1,1,0,0
4955,18,Red,1,0,1,0,0
4956,1,Red,1,0,0,1,0
4957,2,Black,0,1,1,0,0
4958,2,Black,0,1,1,0,0
4959,14,Red,1,0,1,0,0
4960,10,Black,0,1,1,0,0
4961,29,Black,0,1,0,1,0
4962,20,Black,0,1,1,0,0
4963,15,Black,0,1,0,1,0
4964,19,Red,1,0,0,1,0
4965,0,Green,0,0,0,0,1
4966,18,Red,1,0,1,0,0
4967,12,Red,1,0,1,0,0
4968,30,Red,1,0,1,0,0
4969,20,Black,0,1,1,0,0
4970,2,Black,0,1,1,0,0
4971,17,Black,0,1,0,1,0
4972,30,Red,1,0,1,0,0
4973,36,Red,1,0,1,0,0
4974,12,Red,1,0,1,0,0
4975,8,Black,0,1,1,0,0
4976,30,Red,1,0,1,0,0
4977,8,Black,0,1,1,0,0
4978,21,Red,1,0,0,1,0
4979,22,Black,0,1,1,0,0
4980,24,Black,0,1,1,0,0
4981,13,Black,0,1,0,1,0
4982,32,Red,1,0,1,0,0
4983,2,Black,0,1,1,0,0
4984,32,Red,1,0,1,0,0
4985,3,Red,1,0,0,1,0
4986,21,Red,1,0,0,1,0
4987,21,Red,1,0,0,1,0
4988,30,Red,1,0,1,0,0
4989,17,Black,0,1,0,1,0
4990,20,Black,0,1,1,0,0
4991,17,Black,0,1,0,1,0
4992,18,Red,1,0,1,0,0
4993,35,Black,0,1,0,1,0
4994,18,Red,1,0,1,0,0
4995,7,Red,1,0,0,1,0
4996,36,Red,1,0,1,0,0
4997,27,Red,1,0,0,1,0
4998,31,Black,0,1,0,1,0
4999,15,Black,0,1,0,1,0
5000,36,Red,1,0,1,0,0
5001,13,Black,0,1,0,1,0
5002,32,Red,1,0,1,0,0
5003,18,Red,1,0,1,0,0
5004,8,Black,0,1,1,0,0
5005,2,Black,0,1,1,0,0
5006,10,Black,0,1,1,0,0
5007,4,Black,0,1,1,0,0
5008,34,Red,1,0,1,0,0
5009,13,Black,0,1,0,1,0
5010,21,Red,1,0,0,1,0
5011,33,Black,0,1,0,1,0
5012,1,Red,1,0,0,1,0
5013,8,Black,0,1,1,0,0
5014,15,Black,0,1,0,1,0
5015,31,Black,0,1,0,1,0
5016,1,Red,1,0,0,1,0
5017,17,Black,0,1,0,1,0
5018,21,Red,1,0,0,1,0
5019,34,Red,1,0,1,0,0
5020,13,Black,0,1,0,1,0
5021,33,Black,0,1,0,1,0
5022,22,Black,0,1,1,0,0
5023,7,Red,1,0,0,1,0
5024,24,Black,0,1,1,0,0
5025,28,Black,0,1,1,0,0
5026,34,Red,1,0,1,0,0
5027,23,Red,1,0,0,1,0
5028,15,Black,0,1,0,1,0
5029,16,Red,1,0,1,0,0
5030,30,Red,1,0,1,0,0
5031,21,Red,1,0,0,1,0
5032,34,Red,1,0,1,0,0
5033,31,Black,0,1,0,1,0
5034,36,Red,1,0,1,0,0
5035,25,Red,1,0,0,1,0
5036,32,Red,1,0,1,0,0
5037,11,Black,0,1,0,1,0
5038,33,Black,0,1,0,1,0
5039,32,Red,1,0,1,0,0
5040,0,Green,0,0,0,0,1
5041,7,Red,1,0,0,1,0
5042,23,Red,1,0,0,1,0
5043,33,Black,0,1,0,1,0
5044,15,Black,0,1,0,1,0
5045,29,Black,0,1,0,1,0
5046,8,Black,0,1,1,0,0
5047,4,Black,0,1,1,0,0
5048,15,Black,0,1,0,1,0
5049,35,Black,0,1,0,1,0
5050,28,Black,0,1,1,0,0
5051,27,Red,1,0,0,1,0
5052,33,Black,0,1,0,1,0
5053,23,Red,1,0,0,1,0
5054,35,Black,0,1,0,1,0
5055,21,Red,1,0,0,1,0
5056,6,Black,0,1,1,0,0
5057,18,Red,1,0,1,0,0
5058,26,Black,0,1,1,0,0
5059,28,Black,0,1,1,0,0
5060,30,Red,1,0,1,0,0
5061,13,Black,0,1,0,1,0
5062,1,Red,1,0,0,1,0
5063,10,Black,0,1,1,0,0
5064,35,Black,0,1,0,1,0
5065,27,Red,1,0,0,1,0
5066,31,Black,0,1,0,1,0
5067,1,Red,1,0,0,1,0
5068,24,Black,0,1,1,0,0
5069,7,Red,1,0,0,1,0
5070,2,Black,0,1,1,0,0
5071,16,Red,1,0,1,0,0
5072,31,Black,0,1,0,1,0
5073,31,Black,0,1,0,1,0
5074,34,Red,1,0,1,0,0
5075,32,Red,1,0,1,0,0
5076,11,Black,0,1,0,1,0
5077,20,Black,0,1,1,0,0
5078,27,Red,1,0,0,1,0
5079,10,Black,0,1,1,0,0
5080,23,Red,1,0,0,1,0
5081,24,Black,0,1,1,0,0
5082,14,Red,1,0,1,0,0
5083,3,Red,1,0,0,1,0
5084,23,Red,1,0,0,1,0
5085,5,Red,1,0,0,1,0
5086,11,Black,0,1,0,1,0
5087,35,Black,0,1,0,1,0
5088,20,Black,0,1,1,0,0
5089,5,Red,1,0,0,1,0
5090,20,Black,0,1,1,0,0
5091,1,Red,1,0,0,1,0
5092,18,Red,1,0,1,0,0
5093,10,Black,0,1,1,0,0
5094,0,Green,0,0,0,0,1
5095,25,Red,1,0,0,1,0
5096,29,Black,0,1,0,1,0
5097,13,Black,0,1,0,1,0
5098,29,Black,0,1,0,1,0
5099,3,Red,1,0,0,1,0
5100,20,Black,0,1,1,0,0
5101,30,Red,1,0,1,0,0
5102,3,Red,1,0,0,1,0
5103,34,Red,1,0,1,0,0
5104,33,Black,0,1,0,1,0
5105,7,Red,1,0,0,1,0
5106,22,Black,0,1,1,0,0
5107,35,Black,0,1,0,1,0
5108,6,Black,0,1,1,0,0
5109,13,Black,0,1,0,1,0
5110,1,Red,1,0,0,1,0
5111,6,Black,0,1,1,0,0
5112,34,Red,1,0,1,0,0
5113,7,Red,1,0,0,1,0
5114,2,Black,0,1,1,0,0
5115,18,Red,1,0,1,0,0
5116,30,Red,1,0,1,0,0
5117,4,Black,0,1,1,0,0
5118,33,Black,0,1,0,1,0
5119,17,Black,0,1,0,1,0
5120,28,Black,0,1,1,0,0
5121,5,Red,1,0,0,1,0
5122,10,Black,0,1,1,0,0
5123,5,Red,1,0,0,1,0
5124,25,Red,1,0,0,1,0
5125,14,Red,1,0,1,0,0
5126,2,Black,0,1,1,0,0
5127,1,Red,1,0,0,1,0
5128,36,Red,1,0,1,0,0
5129,6,Black,0,1,1,0,0
5130,26,Black,0,1,1,0,0
5131,18,Red,1,0,1,0,0
5132,3,Red,1,0,0,1,0
5133,34,Red,1,0,1,0,0
5134,15,Black,0,1,0,1,0
5135,30,Red,1,0,1,0,0
5136,3,Red,1,0,0,1,0
5137,31,Black,0,1,0,1,0
5138,15,Black,0,1,0,1,0
5139,1,Red,1,0,0,1,0
5140,33,Black,0,1,0,1,0
5141,30,Red,1,0,1,0,0
5142,25,Red,1,0,0,1,0
5143,32,Red,1,0,1,0,0
5144,10,Black,0,1,1,0,0
5145,29,Black,0,1,0,1,0
5146,9,Red,1,0,0,1,0
5147,29,Black,0,1,0,1,0
5148,3,Red,1,0,0,1,0
5149,1,Red,1,0,0,1,0
5150,10,Black,0,1,1,0,0
5151,33,Black,0,1,0,1,0
5152,35,Black,0,1,0,1,0
5153,35,Black,0,1,0,1,0
5154,6,Black,0,1,1,0,0
5155,1,Red,1,0,0,1,0
5156,17,Black,0,1,0,1,0
5157,8,Black,0,1,1,0,0
5158,36,Red,1,0,1,0,0
5159,17,Black,0,1,0,1,0
5160,19,Red,1,0,0,1,0
5161,10,Black,0,1,1,0,0
5162,9,Red,1,0,0,1,0
5163,11,Black,0,1,0,1,0
5164,25,Red,1,0,0,1,0
5165,7,Red,1,0,0,1,0
5166,13,Black,0,1,0,1,0
5167,3,Red,1,0,0,1,0
5168,25,Red,1,0,0,1,0
5169,1,Red,1,0,0,1,0
5170,31,Black,0,1,0,1,0
5171,3,Red,1,0,0,1,0
5172,12,Red,1,0,1,0,0
5173,12,Red,1,0,1,0,0
5174,25,Red,1,0,0,1,0
5175,0,Green,0,0,0,0,1
5176,0,Green,0,0,0,0,1
5177,7,Red,1,0,0,1,0
5178,32,Red,1,0,1,0,0
5179,12,Red,1,0,1,0,0
5180,23,Red,1,0,0,1,0
5181,18,Red,1,0,1,0,0
5182,28,Black,0,1,1,0,0
5183,10,Black,0,1,1,0,0
5184,5,Red,1,0,0,1,0
5185,9,Red,1,0,0,1,0
5186,13,Black,0,1,0,1,0
5187,5,Red,1,0,0,1,0
5188,10,Black,0,1,1,0,0
5189,26,Black,0,1,1,0,0
5190,11,Black,0,1,0,1,0
5191,8,Black,0,1,1,0,0
5192,8,Black,0,1,1,0,0
5193,17,Black,0,1,0,1,0
5194,14,Red,1,0,1,0,0
5195,24,Black,0,1,1,0,0
5196,23,Red,1,0,0,1,0
5197,23,Red,1,0,0,1,0
5198,29,Black,0,1,0,1,0
5199,16,Red,1,0,1,0,0
5200,15,Black,0,1,0,1,0
5201,33,Black,0,1,0,1,0
5202,20,Black,0,1,1,0,0
5203,7,Red,1,0,0,1,0
5204,19,Red,1,0,0,1,0
5205,12,Red,1,0,1,0,0
5206,18,Red,1,0,1,0,0
5207,15,Black,0,1,0,1,0
5208,8,Black,0,1,1,0,0
5209,12,Red,1,0,1,0,0
5210,1,Red,1,0,0,1,0
5211,13,Black,0,1,0,1,0
5212,25,Red,1,0,0,1,0
5213,5,Red,1,0,0,1,0
5214,10,Black,0,1,1,0,0
5215,35,Black,0,1,0,1,0
5216,35,Black,0,1,0,1,0
5217,14,Red,1,0,1,0,0
5218,36,Red,1,0,1,0,0
5219,22,Black,0,1,1,0,0
5220,8,Black,0,1,1,0,0
5221,17,Black,0,1,0,1,0
5222,3,Red,1,0,0,1,0
5223,13,Black,0,1,0,1,0
5224,4,Black,0,1,1,0,0
5225,13,Black,0,1,0,1,0
5226,15,Black,0,1,0,1,0
5227,18,Red,1,0,1,0,0
5228,7,Red,1,0,0,1,0
5229,24,Black,0,1,1,0,0
5230,5,Red,1,0,0,1,0
5231,0,Green,0,0,0,0,1
5232,36,Red,1,0,1,0,0
5233,18,Red,1,0,1,0,0
5234,3,Red,1,0,0,1,0
5235,34,Red,1,0,1,0,0
5236,5,Red,1,0,0,1,0
5237,16,Red,1,0,1,0,0
5238,33,Black,0,1,0,1,0
5239,32,Red,1,0,1,0,0
5240,7,Red,1,0,0,1,0
5241,31,Black,0,1,0,1,0
5242,14,Red,1,0,1,0,0
5243,21,Red,1,0,0,1,0
5244,29,Black,0,1,0,1,0
5245,6,Black,0,1,1,0,0
5246,1,Red,1,0,0,1,0
5247,8,Black,0,1,1,0,0
5248,6,Black,0,1,1,0,0
5249,14,Red,1,0,1,0,0
5250,16,Red,1,0,1,0,0
5251,25,Red,1,0,0,1,0
5252,29,Black,0,1,0,1,0
5253,20,Black,0,1,1,0,0
5254,22,Black,0,1,1,0,0
5255,11,Black,0,1,0,1,0
5256,7,Red,1,0,0,1,0
5257,25,Red,1,0,0,1,0
5258,5,Red,1,0,0,1,0
5259,20,Black,0,1,1,0,0
5260,8,Black,0,1,1,0,0
5261,0,Green,0,0,0,0,1
5262,9,Red,1,0,0,1,0
5263,24,Black,0,1,1,0,0
5264,10,Black,0,1,1,0,0
5265,34,Red,1,0,1,0,0
5266,2,Black,0,1,1,0,0
5267,17,Black,0,1,0,1,0
5268,36,Red,1,0,1,0,0
5269,16,Red,1,0,1,0,0
5270,29,Black,0,1,0,1,0
5271,15,Black,0,1,0,1,0
5272,28,Black,0,1,1,0,0
5273,36,Red,1,0,1,0,0
5274,28,Black,0,1,1,0,0
5275,28,Black,0,1,1,0,0
5276,29,Black,0,1,0,1,0
5277,20,Black,0,1,1,0,0
5278,26,Black,0,1,1,0,0
5279,11,Black,0,1,0,1,0
5280,21,Red,1,0,0,1,0
5281,30,Red,1,0,1,0,0
5282,29,Black,0,1,0,1,0
5283,28,Black,0,1,1,0,0
5284,27,Red,1,0,0,1,0
5285,22,Black,0,1,1,0,0
5286,18,Red,1,0,1,0,0
5287,27,Red,1,0,0,1,0
5288,18,Red,1,0,1,0,0
5289,12,Red,1,0,1,0,0
5290,30,Red,1,0,1,0,0
5291,2,Black,0,1,1,0,0
5292,30,Red,1,0,1,0,0
5293,21,Red,1,0,0,1,0
5294,18,Red,1,0,1,0,0
5295,7,Red,1,0,0,1,0
5296,29,Black,0,1,0,1,0
5297,1,Red,1,0,0,1,0
5298,13,Black,0,1,0,1,0
5299,31,Black,0,1,0,1,0
5300,11,Black,0,1,0,1,0
5301,13,Black,0,1,0,1,0
5302,36,Red,1,0,1,0,0
5303,26,Black,0,1,1,0,0
5304,20,Black,0,1,1,0,0
5305,32,Red,1,0,1,0,0
5306,0,Green,0,0,0,0,1
5307,20,Black,0,1,1,0,0
5308,19,Red,1,0,0,1,0
5309,7,Red,1,0,0,1,0
5310,13,Black,0,1,0,1,0
5311,8,Black,0,1,1,0,0
5312,18,Red,1,0,1,0,0
5313,33,Black,0,1,0,1,0
5314,1,Red,1,0,0,1,0
5315,16,Red,1,0,1,0,0
5316,32,Red,1,0,1,0,0
5317,16,Red,1,0,1,0,0
5318,8,Black,0,1,1,0,0
5319,35,Black,0,1,0,1,0
5320,7,Red,1,0,0,1,0
5321,7,Red,1,0,0,1,0
5322,14,Red,1,0,1,0,0
5323,13,Black,0,1,0,1,0
5324,32,Red,1,0,1,0,0
5325,2,Black,0,1,1,0,0
5326,19,Red,1,0,0,1,0
5327,3,Red,1,0,0,1,0
5328,12,Red,1,0,1,0,0
5329,25,Red,1,0,0,1,0
5330,35,Black,0,1,0,1,0
5331,10,Black,0,1,1,0,0
5332,25,Red,1,0,0,1,0
5333,32,Red,1,0,1,0,0
5334,22,Black,0,1,1,0,0
5335,32,Red,1,0,1,0,0
5336,30,Red,1,0,1,0,0
5337,34,Red,1,0,1,0,0
5338,3,Red,1,0,0,1,0
5339,7,Red,1,0,0,1,0
5340,9,Red,1,0,0,1,0
5341,23,Red,1,0,0,1,0
5342,14,Red,1,0,1,0,0
5343,30,Red,1,0,1,0,0
5344,29,Black,0,1,0,1,0
5345,35,Black,0,1,0,1,0
5346,6,Black,0,1,1,0,0
5347,6,Black,0,1,1,0,0
5348,24,Black,0,1,1,0,0
5349,7,Red,1,0,0,1,0
5350,22,Black,0,1,1,0,0
5351,4,Black,0,1,1,0,0
5352,3,Red,1,0,0,1,0
5353,1,Red,1,0,0,1,0
5354,7,Red,1,0,0,1,0
5355,3,Red,1,0,0,1,0
5356,6,Black,0,1,1,0,0
5357,22,Black,0,1,1,0,0
5358,8,Black,0,1,1,0,0
5359,26,Black,0,1,1,0,0
5360,0,Green,0,0,0,0,1
5361,11,Black,0,1,0,1,0
5362,2,Black,0,1,1,0,0
5363,13,Black,0,1,0,1,0
5364,7,Red,1,0,0,1,0
5365,22,Black,0,1,1,0,0
5366,5,Red,1,0,0,1,0
5367,27,Red,1,0,0,1,0
5368,7,Red,1,0,0,1,0
5369,18,Red,1,0,1,0,0
5370,19,Red,1,0,0,1,0
5371,11,Black,0,1,0,1,0
5372,6,Black,0,1,1,0,0
5373,36,Red,1,0,1,0,0
5374,34,Red,1,0,1,0,0
5375,9,Red,1,0,0,1,0
5376,8,Black,0,1,1,0,0
5377,34,Red,1,0,1,0,0
5378,27,Red,1,0,0,1,0
5379,16,Red,1,0,1,0,0
5380,27,Red,1,0,0,1,0
5381,28,Black,0,1,1,0,0
5382,27,Red,1,0,0,1,0
5383,2,Black,0,1,1,0,0
5384,12,Red,1,0,1,0,0
5385,14,Red,1,0,1,0,0
5386,6,Black,0,1,1,0,0
5387,16,Red,1,0,1,0,0
5388,28,Black,0,1,1,0,0
5389,1,Red,1,0,0,1,0
5390,9,Red,1,0,0,1,0
5391,9,Red,1,0,0,1,0
5392,32,Red,1,0,1,0,0
5393,4,Black,0,1,1,0,0
5394,33,Black,0,1,0,1,0
5395,33,Black,0,1,0,1,0
5396,1,Red,1,0,0,1,0
5397,1,Red,1,0,0,1,0
5398,23,Red,1,0,0,1,0
5399,32,Red,1,0,1,0,0
5400,6,Black,0,1,1,0,0
5401,13,Black,0,1,0,1,0
5402,14,Red,1,0,1,0,0
5403,1,Red,1,0,0,1,0
5404,22,Black,0,1,1,0,0
5405,13,Black,0,1,0,1,0
5406,21,Red,1,0,0,1,0
5407,15,Black,0,1,0,1,0
5408,3,Red,1,0,0,1,0
5409,11,Black,0,1,0,1,0
5410,4,Black,0,1,1,0,0
5411,12,Red,1,0,1,0,0
5412,21,Red,1,0,0,1,0
5413,25,Red,1,0,0,1,0
5414,8,Black,0,1,1,0,0
5415,6,Black,0,1,1,0,0
5416,32,Red,1,0,1,0,0
5417,31,Black,0,1,0,1,0
5418,33,Black,0,1,0,1,0
5419,31,Black,0,1,0,1,0
5420,4,Black,0,1,1,0,0
5421,4,Black,0,1,1,0,0
5422,1,Red,1,0,0,1,0
5423,15,Black,0,1,0,1,0
5424,24,Black,0,1,1,0,0
5425,0,Green,0,0,0,0,1
5426,15,Black,0,1,0,1,0
5427,6,Black,0,1,1,0,0
5428,26,Black,0,1,1,0,0
5429,5,Red,1,0,0,1,0
5430,3,Red,1,0,0,1,0
5431,31,Black,0,1,0,1,0
5432,12,Red,1,0,1,0,0
5433,31,Black,0,1,0,1,0
5434,20,Black,0,1,1,0,0
5435,0,Green,0,0,0,0,1
5436,32,Red,1,0,1,0,0
5437,22,Black,0,1,1,0,0
5438,12,Red,1,0,1,0,0
5439,5,Red,1,0,0,1,0
5440,22,Black,0,1,1,0,0
5441,4,Black,0,1,1,0,0
5442,9,Red,1,0,0,1,0
5443,9,Red,1,0,0,1,0
5444,24,Black,0,1,1,0,0
5445,26,Black,0,1,1,0,0
5446,31,Black,0,1,0,1,0
5447,17,Black,0,1,0,1,0
5448,33,Black,0,1,0,1,0
5449,26,Black,0,1,1,0,0
5450,34,Red,1,0,1,0,0
5451,3,Red,1,0,0,1,0
5452,10,Black,0,1,1,0,0
5453,4,Black,0,1,1,0,0
5454,30,Red,1,0,1,0,0
5455,12,Red,1,0,1,0,0
5456,6,Black,0,1,1,0,0
5457,7,Red,1,0,0,1,0
5458,2,Black,0,1,1,0,0
5459,31,Black,0,1,0,1,0
5460,34,Red,1,0,1,0,0
5461,21,Red,1,0,0,1,0
5462,24,Black,0,1,1,0,0
5463,18,Red,1,0,1,0,0
5464,20,Black,0,1,1,0,0
5465,29,Black,0,1,0,1,0
5466,21,Red,1,0,0,1,0
5467,7,Red,1,0,0,1,0
5468,25,Red,1,0,0,1,0
5469,25,Red,1,0,0,1,0
5470,27,Red,1,0,0,1,0
5471,17,Black,0,1,0,1,0
5472,25,Red,1,0,0,1,0
5473,36,Red,1,0,1,0,0
5474,1,Red,1,0,0,1,0
5475,11,Black,0,1,0,1,0
5476,4,Black,0,1,1,0,0
5477,2,Black,0,1,1,0,0
5478,21,Red,1,0,0,1,0
5479,1,Red,1,0,0,1,0
5480,24,Black,0,1,1,0,0
5481,31,Black,0,1,0,1,0
5482,13,Black,0,1,0,1,0
5483,0,Green,0,0,0,0,1
5484,11,Black,0,1,0,1,0
5485,19,Red,1,0,0,1,0
5486,35,Black,0,1,0,1,0
5487,7,Red,1,0,0,1,0
5488,20,Black,0,1,1,0,0
5489,33,Black,0,1,0,1,0
5490,13,Black,0,1,0,1,0
5491,24,Black,0,1,1,0,0
5492,24,Black,0,1,1,0,0
5493,28,Black,0,1,1,0,0
5494,18,Red,1,0,1,0,0
5495,0,Green,0,0,0,0,1
5496,4,Black,0,1,1,0,0
5497,14,Red,1,0,1,0,0
5498,24,Black,0,1,1,0,0
5499,31,Black,0,1,0,1,0
5500,0,Green,0,0,0,0,1
5501,13,Black,0,1,0,1,0
5502,35,Black,0,1,0,1,0
5503,24,Black,0,1,1,0,0
